7.26387384527421e-06,7.86917557654809e-06,7.30454785316048e-06,7.69295829357318e-06,7.19829522921874e-06,7.94467996626033e-06,7.95846757683233e-06,7.62629115349484e-06,7.44669563936302e-06,7.87987569160538e-06
1.85494075715385e-05,1.59344038339536e-05,1.78198695686052e-05,1.8195420497216e-05,1.73069981113396e-05,1.72992117236341e-05,1.83092625485868e-05,1.67758326983091e-05,1.93012076425224e-05,1.90729341901477e-05
2.98853662060097e-05,2.63734184028945e-05,3.06648491167026e-05,3.13401447034879e-05,3.2074904801927e-05,2.8908928084054e-05,3.00596090471149e-05,2.99267458007104e-05,2.77849725960512e-05,3.35217222651028e-05
3.75699921885414e-05,4.18817224380069e-05,4.3907499235393e-05,4.4448931849923e-05,4.32326128321544e-05,3.71564998185383e-05,4.54092417149598e-05,4.31922961274941e-05,4.19227510794979e-05,4.15059413700406e-05
5.5004020963923e-05,4.83876587467601e-05,4.64008285541205e-05,5.09673820607356e-05,4.98002710288788e-05,5.73462761049122e-05,5.52047366279687e-05,5.14349719714009e-05,5.03302913445417e-05,5.35880325193007e-05
6.84632936526255e-05,6.155427888147e-05,6.83020265462893e-05,6.44366299842058e-05,6.07498396596552e-05,6.77300057684222e-05,6.92579675604313e-05,6.28433893643397e-05,6.13173834256744e-05,6.69597697183549e-05
7.13221634687594e-05,7.50492145701318e-05,7.61646634546419e-05,7.90507543443012e-05,7.5188773559947e-05,7.53205231911216e-05,7.60629212472187e-05,7.53334501964449e-05,7.48618159537375e-05,7.0028533778597e-05
6.90148086254496e-06,7.36586847227513e-06,7.51274058277855e-06,7.09712026237665e-06,7.71699341251799e-06,7.11665553487835e-06,7.52736570295163e-06,8.02141148627669e-06,7.12133966859258e-06,7.97022020513377e-06
2.08990280214562e-05,1.80825480845871e-05,1.7436158149155e-05,1.84569597240528e-05,2.06024371946887e-05,1.88901707962895e-05,1.99979606925746e-05,1.89867457078021e-05,1.80600189679105e-05,1.73592591971824e-05
3.02684612378707e-05,3.14650950173933e-05,3.05741294017399e-05,3.06063728225121e-05,2.87494107858479e-05,3.02499289762415e-05,3.01102159160772e-05,3.03001673249863e-05,3.30410514491704e-05,3.18327595248577e-05
